ID,see_OI,see_arabic,see_english,no_spell,OI.influence.open,resp_lang1,general_influence1,category1,subcategory1,spelling.preference,OI.importance,OI.open,category2,subcategory2,resp_lang2,vision.hearing,prop_distraction,headphones,age,gender,education,nationality,location,L1,readingprofscore,level,prof_test_score,same_day,Participant.Device.Type,meanRT,meanD.prime,correct
5229722,no_see,no_notice,easier,difficult,"As some of the words sound similar, seeing it wtitten helped me distinguish between them when hearing them so I would say it helped a lot in that case",English,helps,clarify what I heard,differentiate similar sounds/ words,in_english,yes,This way I got more information which means more links to the word to easily recall it.,visual association,,English,Yes,0.15,no_headphones,29,m,bachelors,Palestinian,Jordan,Arabic,5,advanced,12,1,mobile,2891.982353,1.319327999,34
5229722,no_see,no_notice,easier,difficult, it also helped with other cases as linking the image and the sound with a written word made it easier to remember.,English,helps,connect audio and visual input (broadly),associate word and image,in_english,yes,,,,,Yes,0.15,no_headphones,29,m,bachelors,Palestinian,Jordan,Arabic,5,advanced,12,1,mobile,2891.982353,1.319327999,34
5246620,no_see,easier,easier,difficult,"not much 
",English,doesn't help,,,in_english,yes,to make easier for me ,,,English,Yes,0.56,no_headphones,31,m,masters,Sudanese,Jordan,Arabic,5,nearnative,11,1,computer,1558.555556,0.506948829,27
5247103,start,easier,difficult,difficult,yes. It was easier to remember the words.,English,helps,remembering (broadly),,in_english,yes,"In English , there is a difference between the  speling  and the pronouncing of  words, which make it importing to learn the the speling of a new word when hearing it .",clarifying and consolidating new language,decoding sounds and letters,English,Yes,0.62,earphones,25,f,masters,Saudi,Saudi Arabia,Arabic,3,intermediate,11,1,computer,2330.62069,0.576519648,29
5298847,no_see,no_notice,no_diff,no_diff,sometimes it helps and sometimes it doesn't,English,,,,in_english,yes,"Because if I don't, I sometimes mishear some sounds. The same is true in both languages and especially in songs.",clarifying and consolidating new language,correct comprehension,English,Yes,0,no_headphones,38,f,doctorate,Libyan,UK,Arabic,5,nearnative,12,1,computer,1743.405263,1.683227016,38
5298847,no_see,no_notice,no_diff,no_diff,,,,,,in_english,yes,Looking at orthography also helps with etymology and morphemes.,visual association,,English,Yes,0,no_headphones,38,f,doctorate,Libyan,UK,Arabic,5,nearnative,12,1,computer,1743.405263,1.683227016,38
5299874,no_see,difficult,easier,difficult,0.7,,,,,in_english,yes,easier to remember ,remembering (broadly),,English,Yes,0.14,no_headphones,23,f,bachelors,Saudi,Saudi Arabia,Arabic,5,intermediate,9,1,computer,2155.6875,1.103307446,32
5304273,start,difficult,easier,easier,yes - easier to help remember when in english,English,helps,remembering (broadly),,in_english,no,easier to hear and then understand how its written,sound is more important/ beneficial,,English,Yes,0.63,no_headphones,26,m,bachelors,British,UK,English,0,none,NA,1,mobile,2048.514286,1.376497319,35
5305661,middle,easier,easier,difficult,Easier to visualise,English,helps,connect audio and visual input (broadly),visualise words,in_english,yes,easier way to distinguish or make a memory to a picture/object,(about the experiment),,English,Yes,0,no_headphones,27,m,bachelors,British,UK,English,0,none,NA,1,computer,2620.253049,1.871201045,41
5308502,start,difficult,easier,difficult,i think it aided the distinction between similar sounding words,English,helps,clarify what I heard,differentiate similar sounds/ words,in_english,yes,association ,visual association,,English,Yes,0,no_headphones,25,m,masters,British,UK,English,0,none,NA,1,mobile,1251.53125,0.993938706,32
5308657,start,no_diff,easier,no_diff,"Yes, in English because it helped me to clarify if I had heard the spoken pronunciation correctly. I was often surprised at the spelling (e.g. ""nadus"" spelt nad-I-s).",English,helps,clarify what I heard,,in_english,yes,"Because I'm quite a visual and textual learner and slightly deaf, so I rely more on what I see than what I hear.",learning style,,English,Yes,0.01,no_headphones,54,m,masters,British,UK,English,0,none,NA,1,computer,1498.425,0.599213186,28
5308960,start,difficult,easier,no_diff,"In english, enabled me to spell it out in my head",English,helps,connect audio and visual input (broadly),map sounds and letters,in_english,yes,"Easily noticeable differences in spelling, allowed differentiation between words that did sound pretty similar",(about the experiment),,English,Yes,0.53,no_headphones,26,m,masters,British,UK,English,0,none,NA,1,computer,1846.056757,1.339912341,37
5312160,start,no_diff,easier,difficult,It makes a difference to me in general because I can see the sounds I am unable to pick up by just listening.,English,helps,clarify what I heard,,in_english,yes,"Because otherwise I do not have the correct ""image"" of the word and may learn it distorted. In order to hear a word correctly I have to hear it repeated quite a few times.",clarifying and consolidating new language,correct comprehension,English,Yes,0.09,headphones,45,f,masters,Polish,UK,English,0,none,NA,1,computer,2474.96875,1.325370241,32
5312301,middle,difficult,easier,difficult,Yes - dual coding,English,helps,connect audio and visual input (broadly),,in_english,yes,To support learning,,,English,Yes,0.47,headphones,30,f,masters,British,UK,English,0,none,NA,1,computer,943.2516129,0.990268972,31
5312548,start,difficult,easier,no_diff,I found English written words slightly helpful,English,helps,,,in_english,yes,Learning the spelling of a word allows you to use it in writing. I find it frustrating being unsure about the spelling of a word when I want to use it in writing.,clarifying and consolidating new language,correct production,English,Yes,0.33,earphones,30,m,masters,British,UK,English,0,none,NA,1,computer,1532.466667,2.563103131,48
5312548,start,difficult,easier,no_diff,while Arabic written words were more of a distraction.,English,doesn't help,distracting (from sounds),,in_english,yes,,,,,Yes,0.33,earphones,30,m,masters,British,UK,English,0,none,NA,1,computer,1532.466667,2.563103131,48
5315514,start,no_diff,easier,difficult,Much easier to remember,English,helps,remembering (broadly),,in_english,yes,It helps reinforce it,clarifying and consolidating new language,,English,Yes,0.79,no_headphones,63,f,professional qualification,British,UK,English,0,none,NA,1,computer,2464.657143,0.557548905,28
5322227,start,no_diff,easier,difficult,It was easier to distinguish them,English,helps,clarify what I heard,differentiate similar sounds/ words,in_english,yes,It helps visualise the word,visualisation,,English,Yes,0.16,no_headphones,37,f,masters,American,UK,English,0,none,NA,1,computer,2038.961538,0.304694613,26
5323642,middle,difficult,easier,difficult,"I think seeing the written words alongside hearing the new words was helpful. This is becuase some of the new words sounded very similar to each other... letters that have a similar English pronunciation such as 'v & f', or, 'm & n', when in a similar word are slighlty tricker to distinguish from one another on hearing them for the first time.",English,helps,clarify what I heard,differentiate similar sounds/ words,in_english,yes,"Because I think it's so easy to mishear words. Especially in the flow of a conversation, and a new word jumps out to you. If I've been watching a TV program, and heard a new word, I'll often google it – and find I've spelt it incorrectly because I've misheard the pronunciation. Or the person speaking the word may have an accent, so things like vowels or inflections can get misinterpretted. The funniest instance of this is hearing new songs for the first time – I'm 98% guarenteed to sing several words/lines of the song wrong, because my brain fills in what it think's it's hearing with the first word it sounds like to me. But on googling the lyrics, I see what the artist is actually singing about. ",clarifying and consolidating new language,correct comprehension,English,Yes,0,headphones,32,f,bachelors,British,UK,English,0,none,NA,1,computer,1194.439024,1.797402093,41
5323642,middle,difficult,easier,difficult,"Even first letters that are less likely to become muddled, when in a similar word structure, (like Nadis and Famis) becomes slightly confusing. Seeing the word written out, helped assure me of what the spoken was. ",English,helps,clarify what I heard,,in_english,yes,"So for me, I think seeing spelling/words written out, helps me to remember what I'm hearing, and helps me to correcty pronounce (or sing) the words and songs in the future. Though you do make people laugh when you say things wrong and that can be funny!",clarifying and consolidating new language,correct production,English,Yes,0,headphones,32,f,bachelors,British,UK,English,0,none,NA,1,computer,1194.439024,1.797402093,41
5327303,middle,no_notice,no_diff,no_diff,I was concentrating almost purely on the sound of words,English,doesn't help,better to ignore/ focus on sounds,,in_english,yes,"Moslty so you know, or can at least have a good guess, on how to pronounce it",clarifying and consolidating new language,correct production,English,Yes,0.19,headphones,32,m,masters,British,UK,English,0,none,NA,1,computer,1825.972973,1.654670951,37
5328002,start,no_diff,easier,difficult,"Yes, easier to associate the word with the object when you can see the spelling ",English,helps,connect audio and visual input (broadly),associate word and image,in_english,no,because hearing and seeing is enough ,it's too much to process,,English,Yes,0,no_headphones,27,f,masters,British,UK,English,0,none,NA,1,computer,1650.625,0.657502507,28
5330132,middle,no_diff,easier,difficult,easier to remember ,English,helps,remembering (broadly),,in_english,yes,helps you understand and remember ot corectly and hear the words are slightly different ,clarifying and consolidating new language,correct comprehension,English,Yes,0.62,earphones,33,f,bachelors,British,UK,English,0,none,NA,1,mobile,1462.022222,1.485485098,36
5331395,start,easier,easier,difficult,Yes,English,,,,in_arabic,yes,لكي افهمها جيداً ,clarifying and consolidating new language,correct comprehension,Arabic,Yes,0.04,earphones,35,f,secondary,Jordanian,Jordan,Arabic,4,beginner,5,1,mobile,1937.546429,0.58679525,28
5332522,middle,no_diff,no_diff,no_notice,something else to help me remember!,English,helps,remembering (broadly),,in_english,yes,it helps me sound it out loud,clarifying and consolidating new language,decoding sounds and letters,English,Yes,0.04,earphones,28,f,bachelors,British,UK,English,0,none,NA,1,mobile,1579.633333,1.048611213,30
5332522,middle,no_diff,no_diff,no_notice,,,,,,in_english,yes,which helps me with pronunciation and word recognition,clarifying and consolidating new language,correct production,English,Yes,0.04,earphones,28,f,bachelors,British,UK,English,0,none,NA,1,mobile,1579.633333,1.048611213,30
