"ID","see_OI","see_arabic","see_english","no_spell","OI.influence.open","spelling.preference","OI.importance","OI.open","vision.hearing","prop_distraction","headphones","age","gender","education","nationality","location","L1","readingprofscore","level","prof_test_score","same_day","Participant.Device.Type","meanRT","meanD.prime","correct"
"5003015","start","no_diff","easier","easier","Yes it did just to distinguish between the letters that are close in pronunciation ","in_english","yes","To memorise it correctly ","Yes",0.08,"earphones",30,"f","doctorate","Algerian","UK","Arabic",5,"advanced",12,1,"computer",1856.1425,1.64647693044737,38
"5003019","end","no_notice","easier","easier","not too much","in_english","no","i don`t need","Yes",0.57,"earphones",32,"m","secondary","Algerian","Algeria ","Arabic",5,"advanced",11,1,"computer",1532.3652173913,0.14948056726087,23
"5003021","no_see","no_diff","no_diff","no_diff","<U+0627><U+0644><U+0649> <U+0645><U+062F><U+0649> <U+0635><U+063A><U+064A><U+0631>","#N/A","#N/A","#N/A","Yes",0,"earphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"advanced",12,1,"mobile",2374.1,0.6874207974,30
"5003023","middle","difficult","easier","no_diff","<U+0644><U+0627> <U+0644><U+0627> <U+064A><U+0648><U+062C><U+062F> <U+0641><U+0631><U+0642>","in_english","yes","<U+0644><U+0643><U+064A> <U+0627><U+0631><U+0628><U+0637> <U+0641><U+064A> <U+0630><U+0647><U+0646><U+064A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0627><U+0644><U+0645><U+0643><U+062A><U+0648><U+0628><U+0629> <U+0645><U+0639> <U+0627><U+0644><U+0635><U+0648><U+062A> ... <U+0627><U+062D><U+0641><U+0638> <U+0627><U+0644><U+0646><U+0637><U+0642> <U+0648> <U+0627><U+0644><U+0643><U+062A><U+0627><U+0628><U+0629> <U+0645><U+0639><U+0627> <U+0641><U+064A> <U+0646><U+0641><U+0633> <U+0627><U+0644><U+0648><U+0642><U+062A>","Yes",0,"earphones",28,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer",1316.82391304348,2.332665854,46
"5010775","middle","difficult","easier","easier","no difference. hearing words make it easier than reading them, especially in Arabic","in_english","yes","to memorise the spelling and its pronunciation","Yes",0.77,"headphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"nearnative",11,1,"mobile",3857.15384615385,1.53993358141026,39
"5010776","start","easier","easier","no_diff","Notba big difference","in_english","yes","To memorize it quickly","Yes",0.2,"no_headphones",26,"f","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile",1750.17714285714,1.1967842058,35
"5010779","no_see","no_diff","easier","easier","<U+0643><U+0628><U+064A><U+0631>","in_english","yes","<U+0644><U+0623><U+0643><U+062A><U+0628><U+0647><U+0627> <U+0648> <U+0623><U+0642><U+0631><U+0626><U+0647><U+0627> <U+0635><U+062D><U+064A><U+062D><U+0629>","Yes",0.16,"no_headphones",32,"m","bachelors","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile",1847.975,0.456396305625,24
"5010884","no_see","no_notice","easier","difficult","<U+0627><U+0644><U+0649> <U+062D><U+062F> <U+0643><U+0628><U+064A><U+0631>","in_english","yes","<U+0644><U+0623><U+0646> <U+0627><U+0644><U+0639><U+064A><U+0646> <U+062A><U+062D><U+0641><U+0638> <U+0627><U+064A><U+0636><U+0627> <U+0648><U+0644><U+0639><U+062F><U+0645> <U+0627><U+0644><U+0642><U+062F><U+0631><U+0629> <U+0639><U+0644><U+0649> <U+062A><U+0645><U+064A><U+064A><U+0632> <U+0628><U+0639><U+0636> <U+0627><U+0644><U+0627><U+062D><U+0631><U+0641> <U+0639><U+0646><U+062F> <U+0633><U+0645><U+0627><U+0639><U+0647><U+0627> <U+0641><U+0635><U+0639><U+0628><U+062A> <U+0627><U+0644><U+062A><U+0641><U+0631><U+064A><U+0642> <U+0628><U+064A><U+0646> <U+0646><U+0637><U+0642> <U+0628><U+0639><U+0636> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A>","Yes",0.62,"earphones",37,"f","masters","Egyptian","Egypt","Arabic",4,"advanced",10,1,"mobile",2742.52941176471,1.36040162429412,34
"5011969","start","easier","easier","easier","<U+0646><U+0639><U+0645> <U+0623><U+062D><U+062F><U+062B> <U+0641><U+0631><U+0642><U+0627> <U+0625><U+0644><U+064A> <U+0645><U+062F><U+0649> <U+0643><U+0628><U+064A><U+0631>","in_english","yes","<U+0644><U+062A><U+0633><U+0647><U+064A><U+0644> <U+0646><U+0637><U+0642><U+0647><U+0627> <U+0648><U+062A><U+0631><U+0633><U+064A><U+062E><U+0647>","Yes",0.08,"earphones",27,"f","professional qualification","Algerian","Algeria ","Arabic",5,"advanced",9,1,"mobile",1790.259375,0.95389021990625,32
"5012893","no_see","no_diff","no_diff","no_diff","Not really","in_english","yes","I'm more receptive to written language","Yes",0.88,"no_headphones",29,"f","doctorate","Algerian","Algeria ","Arabic",5,"advanced",10,1,"mobile",1805.17142857143,0.457696987857143,28
"5015265","start","no_diff","easier","difficult","<U+0639><U+0646><U+062F> <U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0645><U+0643><U+062A><U+0648><U+0628><U+0629> <U+0628><U+0627><U+0644><U+0644><U+063A><U+0629> <U+0627><U+0644><U+0627><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+064A><U+0643><U+0648><U+0646> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644> ","in_english","yes","map","No",0,"no_headphones",22,"f","masters","Algerian","Algeria ","Arabic",3,"intermediate",10,1,"mobile",2481.99615384615,0.5960160635,26
"5015277","start","no_diff","easier","difficult","yes ,i prefer the word written while listening to it , that's how i memorize the word twice written and spoken ","in_english","yes","to memorize it better","Yes",0.74,"no_headphones",28,"f","masters","Algerian","Algeria ","Arabic",3,"intermediate",9,1,"mobile",2504.44571428571,1.1967842058,35
"5016049","end","easier","easier","easier","<U+0627><U+0644><U+0649> <U+0645><U+062F><U+0649> <U+0643><U+0628><U+064A><U+0631>","in_english","yes","<U+0643><U+064A> <U+0623><U+0643><U+062A><U+0628><U+0647><U+0627>
","Yes",0.05,"earphones",31,"m","doctorate","Algerian","Algeria ","Arabic",5,"advanced",10,1,"mobile",1910.13541666667,2.563103131,48
"5018214","no_see","no_diff","easier","difficult","0.4","in_english","yes","for spelling purposes and also it makes it easier to remember the word","Yes",0.51,"earphones",22,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",9,1,"mobile",3194.34375,1.4599736344375,32
"5027570","middle","no_diff","no_diff","easier","i can remember the word spelling, so each time i see the picture i remember the word, but this didn't happen to me in all the pictures only in some of them.","in_english","yes","because it will make it easier to understand how can i speak the word and how can i spell it. also every time i see the picture i remember how it has been written this way i can choose fastly .","Yes",0.04,"earphones",18,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"advanced",9,1,"computer",2151.17666666667,1.13404798376667,30
"5027661","no_see","easier","easier","difficult","yes made a difference , but not that much","in_english","yes","to ermember the word","Yes",0.61,"no_headphones",32,"f","masters","Saudi","UK","Arabic",3,"intermediate",6,1,"computer",3761.66060606061,1.28333639684848,33
"5027663","start","difficult","easier","difficult","<U+0646><U+0639><U+0645> <U+0627><U+0644><U+0643><U+062A><U+0627><U+0628><U+0629> <U+062A><U+0633><U+0627><U+0639><U+062F> <U+0639><U+0644><U+0649> <U+0627><U+0644><U+0631><U+0628><U+0637> <U+0645><U+0639> <U+0627><U+0644><U+0635><U+0648><U+062A>","in_english","yes","<U+0644><U+0623><U+0646><U+064A> <U+0628><U+0635><U+0631><U+064A><U+0629>","Yes",0.86,"earphones",34,"f","masters","Saudi","UK","Arabic",4,"advanced",11,1,"tablet",2153.80769230769,0.349454332153846,26
"5027737","middle","easier","easier","difficult","yes it did. Seeing the written words made it easier to remember.","in_arabic","yes","Seeing the spelling helps me remember the word better. ","Yes",0,"no_headphones",33,"f","masters","Saudi","UK","Arabic",4,"advanced",12,1,"computer",1853.97727272727,2.23742545461364,44
"5029568","middle","easier","easier","difficult","<U+0646><U+0639><U+0645> <U+0625><U+0644><U+0649> <U+0645><U+062F><U+0649> <U+0645><U+0647><U+0645> <U+0641><U+064A> <U+062A><U+0646><U+0634><U+064A><U+0637> <U+0627><U+0644><U+0630><U+0627><U+0643><U+0631><U+0629> <U+0648><U+0627><U+0644><U+062D><U+0641><U+0638>","in_english","yes","<U+0644><U+064A><U+0633><U+0647><U+0644> <U+0639><U+0644><U+064A> <U+062D><U+0641><U+0638><U+0647><U+0627> <U+0648><U+0645><U+0639><U+0631><U+0641><U+0629> <U+062D><U+0631><U+0648><U+0641><U+0647><U+0627> ","Yes",0.16,"no_headphones",45,"m","bachelors","Saudi","UK","Arabic",5,"beginner",7,1,"mobile",1608.8,1.00196619853333,30
"5029572","start","easier","easier","difficult","<U+0644><U+0627>","in_arabic","yes","<U+0627><U+062D><U+0641><U+0638><U+0647><U+0627> <U+0628><U+0634><U+0643><U+0644> <U+0627><U+0633><U+0631><U+0639>","Yes",0.29,"no_headphones",33,"f","bachelors","Saudi","UK","Arabic",3,"intermediate",10,1,"mobile",1512.7037037037,0.610604416444445,27
"5029573","no_see","no_diff","easier","difficult","<U+0643><U+062A><U+0627><U+0628><U+0647> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+064A><U+0633><U+0647><U+0644> <U+0627><U+0644><U+062D><U+0641><U+0638>","in_english","yes","<U+064A><U+0633><U+0647><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627>","Yes",0.01,"no_headphones",30,"f","masters","Saudi","UK","Arabic",3,"intermediate",9,1,"computer",2062.08125,0.99034646653125,32
"5029577","middle","no_diff","easier","no_diff","0.5","in_english","yes","to easy learn","Yes",0,"earphones",30,"f","bachelors","Saudi","Saudi Arabia","Arabic",3,"intermediate",8,1,"mobile",1839.2380952381,-0.230216966238095,21
"5029579","start","difficult","no_notice","easier","No","in_english","yes","to make it easier to remember","Yes",0,"no_headphones",33,"f","masters","Saudi","UK","Arabic",4,"advanced",11,1,"mobile",1619.69166666667,2.563103131,48
"5029580","middle","easier","easier","difficult","Yes, it makes learning easier ","in_english","yes","reading the spelling of a word makes it easier to learn","Yes",0.05,"earphones",30,"f","doctorate","Saudi","UK","Arabic",5,"advanced",10,1,"computer",1875.2375,1.0413496216875,32
"5029581","no_see","no_notice","easier","difficult","no","in_english","yes","to pronunce it correctly","Yes",0,"earphones",38,"f","doctorate","Saudi","Saudi Arabia","Arabic",5,"advanced",10,1,"mobile",2127.23333333333,0.807817602233333,30
"5029587","start","no_diff","easier","difficult","for English written forms are helpful as English is not a consistent language (written forms to spoken forms)","in_english","yes","for recall support","Yes",0,"no_headphones",35,"f","masters","Saudi","UK","Arabic",5,"advanced",11,1,"tablet",1364.38235294118,1.38093843667647,34
"5031281","middle","easier","difficult","difficult","watching the written words make learning easier as I can link the image with the written word ","in_english","yes","to memoriese the new word","Yes",0,"earphones",26,"f","bachelors","Saudi","UK","Arabic",5,"advanced",9,1,"mobile",1620.28125,1.0813091335625,32
"5031282","no_see","easier","easier","no_diff","<U+0646><U+0639><U+0645> .. <U+0625><U+0644><U+0649> <U+0645><U+062F><U+0649> <U+0643><U+0628><U+064A><U+0631>","in_english","yes","<U+064A><U+0633><U+0647><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627>","Yes",0.11,"no_headphones",32,"f","masters","Saudi","UK","Arabic",3,"advanced",10,1,"computer",2323.38214285714,0.495154167357143,28
"5034149","middle","easier","easier","difficult","it's very helpful when I see the word written","in_english","yes","to help me connect the voice with the letters","Yes",0.17,"no_headphones",30,"f","bachelors","Saudi","UK","Arabic",4,"advanced",11,1,"mobile",2537.09756097561,1.90533154280488,41
"5037046","no_see","no_diff","easier","difficult","<U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0645><U+0643><U+062A><U+0648><U+0628><U+0629> <U+0645><U+0635><U+062F><U+0631> <U+062A><U+0623><U+0643><U+064A><U+062F> <U+0644><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0627><U+0644><U+0645><U+0633><U+0645><U+0648><U+0639><U+0629>","in_english","yes","<U+0647><U+0648> <U+0628><U+0645><U+062B><U+0627><U+0628><U+0629> <U+062A><U+062B><U+0628><U+064A><U+062A> <U+0644><U+0644><U+0643><U+0644><U+0645><U+0629><U+060C> ","Yes",0.73,"no_headphones",27,"m","masters","Algerian","Algeria ","Arabic",5,"nearnative",12,1,"mobile",1539.70344827586,0.813626754586207,29
"5037277","start","no_diff","easier","no_diff","much better","in_english","yes","in order to memorize that word","Yes",0.77,"no_headphones",22,"f","masters","Algerian","Algeria ","Arabic",5,"advanced",11,1,"mobile",1903.34285714286,1.35654727274286,35
"5038591","no_see","easier","difficult","difficult","<U+0627><U+0644><U+062A><U+0639><U+0644><U+0645> <U+0627><U+0633><U+0631><U+0639> <U+0628><U+0648><U+062C><U+0648><U+062F> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0645><U+0643><U+062A><U+0648><U+0628><U+0629>","in_english","no","<U+0644><U+0627> <U+0627><U+0639><U+0631><U+0641>","Yes",0,"no_headphones",33,"f","masters","Saudi","UK","Arabic",5,"advanced",9,1,"mobile",2838.8,0.20280616068,25
"5044345","start","no_diff","easier","no_diff","<U+0628><U+0646><U+0633><U+0628><U+0629> <U+0643><U+0628><U+064A><U+0631><U+0629> ","in_english","yes","<U+0644><U+062A><U+0633><U+0647><U+064A><U+0644> <U+0645><U+0639><U+0631><U+0641><U+062A><U+0647><U+0627> ","Yes",0,"no_headphones",44,"f","doctorate","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile",1528.41071428571,0.6033186035,28
"5047738","start","easier","easier","no_diff","<U+0646><U+0648><U+0639><U+0627> <U+0645><U+0627>","in_arabic","yes","<U+0644><U+064A><U+0633><U+0647><U+0644> <U+0639><U+0644><U+064A> <U+062D><U+0641><U+0638><U+0647><U+0627>","Yes",0.33,"no_headphones",45,"f","bachelors","Saudi","Saudi Arabia","Arabic",4,"intermediate",7,1,"mobile",1568.62068965517,0.668964544241379,29
"5059373","start","no_diff","easier","difficult","yes it did because i could remember the words easier ","in_english","yes","i am a visual learner and seeing the words written help me to memorize better ","Yes",0.08,"no_headphones",24,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer",4321.76046511628,2.01725004627907,43
"5082294","no_see","no_diff","easier","difficult","<U+0644><U+0627>","in_english","yes","to remember it","Yes",0.18,"no_headphones",18,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"nearnative",12,1,"computer",1793.5,1.47686063523529,34
"5082295","no_see","no_diff","easier","difficult","<U+0646><U+0639><U+0645> <U+060C> <U+0644><U+0645><U+062F><U+0649> <U+0643><U+062B><U+064A><U+0631> <U+062C><U+062F><U+0627> <U+0628><U+0627><U+0644><U+0645><U+0643><U+062A><U+0648><U+0628><U+0647> <U+0627><U+0633><U+062A><U+0637><U+064A><U+0639> <U+0645><U+0639><U+0631><U+0641><U+0647> <U+0627><U+0644><U+0646><U+0637><U+0642> <U+0627><U+0644><U+0635><U+062D><U+064A><U+062D>","in_english","no","<U+0644><U+064A><U+0633> <U+0645><U+0647><U+0645> <U+0641><U+064A> <U+0647><U+0630><U+0627> <U+0627><U+0644><U+0648><U+0642><U+062A>","Yes",0.03,"earphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",4,"intermediate",11,1,"tablet",2013.02222222222,2.24341713084444,45
"5089629","start","difficult","easier","easier","#N/A","#N/A","#N/A","#N/A","Yes",0.72,"earphones",39,"m","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile",2221.036,0.14683214364,25
"5089630","no_see","easier","easier","difficult","yes, it makes it easier to remembr the word because you saw its spelling","in_english","yes","to remember them","Yes",0.51,"no_headphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer",2031.47222222222,1.62460752591667,36
"5097676","end","easier","easier","difficult","<U+064A><U+062C><U+0639><U+0644> <U+0627><U+0644><U+062A><U+0630><U+0643><U+0631> <U+0627><U+0633><U+0631><U+0639> 
","in_english","yes","<U+062A><U+062B><U+0628><U+062A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0627><U+0633><U+0631><U+0639> ","Yes",0.59,"earphones",17,"f","bachelors","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer",1222.18181818182,1.23744845424242,33
"5116025","no_see","easier","easier","difficult","Yes, makes it easier to tell the M from the N","in_english","yes","To know how to correctly pronounce it","Yes",0.91,"earphones",35,"f","bachelors","Jordanian","Australia","Arabic",4,"advanced",11,1,"computer",1596.07111111111,2.27445053631111,45
"5155297","no_see","easier","easier","difficult","sometime","in_arabic","yes","to ramber the word","Yes",0,"headphones",34,"m","bachelors","Saudi","UK","Arabic",1,"intermediate",8,1,"computer",2503.81904761905,1.71440842928571,42
"5155797","start","difficult","easier","difficult","no","in_english","no","to make sure I pronounce it correctly ","Yes",0,"no_headphones",19,"m","secondary","Syrian","Sweden ","Arabic",5,"nearnative",12,1,"mobile",1963.68965517241,0.576519647965517,29
"5171949","start","easier","easier","easier","easier ","in_english","yes","make learning the new word easier ","Yes",0,"earphones",21,"m","bachelors","Syrian","Malaysia ","Arabic",3,"intermediate",9,0,"mobile",1228.44,0.19338225164,25
"5182922","middle","easier","easier","difficult","<U+0646><U+0639><U+0645>- <U+0633><U+0627><U+0639><U+062F><U+062A><U+0646><U+064A> <U+0643><U+062B><U+064A><U+0631><U+0627> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0645><U+0643><U+062A><U+0648><U+0628><U+0629>","in_english","yes","<U+0644><U+0643><U+064A> <U+064A><U+0633><U+0647><U+0644> <U+062D><U+0641><U+0638><U+0647><U+0627>","Yes",0.61,"earphones",27,"f","bachelors","Saudi","UK","Arabic",4,"intermediate",11,1,"mobile",3269,1.4822129075,36
"5182923","start","easier","easier","difficult","yes","in_english","yes","to know how to spell it ","Yes",0.1,"earphones",32,"f","bachelors","Tunisian","UK","Arabic",4,"advanced",12,1,"mobile",1487.54545454545,1.19869983657576,33
"5189512","middle","difficult","no_notice","no_diff","It made it easier to remember the words ","in_english","no","not sure ","Yes",0.69,"no_headphones",18,"f","secondary","Egyptian","Netherlands","Arabic",5,"nearnative",9,1,"computer",1660.17391304348,0.0228000223043478,23
"5196532","no_see","difficult","easier","difficult","connection between the letters and pronunciation might help to remeber. I am not sure if I understood the question. ","in_english","yes","mental connection between letters and how the sound. make sure about the right sound. for example, bin or ban. to make sure i got the right word","Yes",0,"no_headphones",34,"f","doctorate","Saudi","UK","Arabic",4,"advanced",11,1,"computer",2064.99666666667,0.7689309396,30
"5201553","no_see","no_notice","easier","difficult","You can learn better when you see the words rather when you hear them.","in_english","yes","This way you remember it better.","Yes",0.24,"no_headphones",57,"f","masters","Lebanese","Australia","Arabic",5,"nearnative",12,1,"computer",2760.26756756757,1.37773262227027,37
"5201938","start","difficult","easier","difficult","to remember the word ","in_english","yes","to remember the word  and know how to write it ","Yes",0,"no_headphones",42,"f","doctorate","Palestinian","UK","Arabic",3,"intermediate",10,1,"computer",2370.11290322581,0.986560853903226,31
"5212696","no_see","no_notice","easier","easier","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0645><U+0643><U+062A><U+0629><U+0628><U+0629> <U+0648><U+0645><U+0637><U+0627><U+0628><U+0642><U+062A><U+0647><U+0627> <U+0645><U+0639> <U+0627><U+0644><U+0635><U+0648><U+0631><U+0629> <U+064A><U+062C><U+0639><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644>","in_english","yes","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+062B><U+0646><U+0627><U+0621> <U+0627><U+0644><U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0644><U+0647><U+0627> <U+064A><U+062C><U+0639><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644> <U+0648><U+0630><U+0644><U+0643> <U+0644><U+0631><U+0628><U+0637> <U+0627><U+0644><U+0635><U+0648><U+062A> <U+0645><U+0639> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629>","No",0.69,"headphones",52,"f","bachelors","Palestinian","UK","Arabic",3,"advanced",9,1,"computer",1923.49310344828,0.737135440793103,29
"5212730","middle","no_notice","easier","easier","<U+0646><U+0639><U+0645>","in_arabic","yes","<U+0644><U+0645><U+0639><U+0631><U+0641><U+0629> <U+0643><U+064A><U+0641><U+064A><U+0629><U+0643><U+062A><U+0627><U+0628><U+062A><U+0647><U+0627>","Yes",0,"earphones",29,"m","professional qualification","Syrian","Turkey","Arabic",5,"advanced",11,1,"mobile",1754.42592592593,0.481087658037037,27
