"ID","see_OI","see_arabic","see_english","no_spell","OI.influence.open","spelling.preference","OI.importance","OI.open","vision.hearing","prop_distraction","headphones","age","gender","education","nationality","location","L1","readingprofscore","level","prof_test_score","same_day","Participant.Device.Type","Contrast","OI","meanRT","meanD.prime","correct"
"4986649","start","easier","easier","difficult","written words are much easier to remember and to associate with the right item","in_english","yes","notice the difference between v and f better","Yes",0,"earphones",34,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",12,1,"mobile","fv","English",1258.6666666666667,1.281551566,6
"4986649","start","easier","easier","difficult","written words are much easier to remember and to associate with the right item","in_english","yes","notice the difference between v and f better","Yes",0,"earphones",34,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",12,1,"mobile","fv","no",1104.8333333333333,1.281551566,6
"4986649","start","easier","easier","difficult","written words are much easier to remember and to associate with the right item","in_english","yes","notice the difference between v and f better","Yes",0,"earphones",34,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",12,1,"mobile","mn","Arabic",1442.7142857142858,1.805952078,7
"4986649","start","easier","easier","difficult","written words are much easier to remember and to associate with the right item","in_english","yes","notice the difference between v and f better","Yes",0,"earphones",34,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",12,1,"mobile","mn","English",1416,1.805952078,7
"4986649","start","easier","easier","difficult","written words are much easier to remember and to associate with the right item","in_english","yes","notice the difference between v and f better","Yes",0,"earphones",34,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",12,1,"mobile","mn","no",1141,0.757151053,5
"4988182","end","easier","easier","difficult","yes","in_arabic","yes","سهلة الحفظ","Yes",0.56,"no_headphones",36,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",11,1,"mobile","fv","Arabic",975.2,0.757151053,5
"4988182","end","easier","easier","difficult","yes","in_arabic","yes","سهلة الحفظ","Yes",0.56,"no_headphones",36,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",11,1,"mobile","fv","English",1169,-1.281551566,2
"4988182","end","easier","easier","difficult","yes","in_arabic","yes","سهلة الحفظ","Yes",0.56,"no_headphones",36,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",11,1,"mobile","fv","no",1059.6,0.524400513,5
"4988182","end","easier","easier","difficult","yes","in_arabic","yes","سهلة الحفظ","Yes",0.56,"no_headphones",36,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",11,1,"mobile","mn","Arabic",1751,-1.281551566,2
"4988182","end","easier","easier","difficult","yes","in_arabic","yes","سهلة الحفظ","Yes",0.56,"no_headphones",36,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",11,1,"mobile","mn","English",1280.5714285714287,1.805952078,7
"4988182","end","easier","easier","difficult","yes","in_arabic","yes","سهلة الحفظ","Yes",0.56,"no_headphones",36,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",11,1,"mobile","mn","no",1186.1666666666667,1.281551566,6
"5000407","start","no_diff","easier","difficult","نعم ","in_english","yes","للتأكد من صحة ما استمعت إليه","Yes",0.79,"earphones",29,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"mobile","fv","Arabic",1587.9499999999998,-1.281551566,2
"5000407","start","no_diff","easier","difficult","نعم ","in_english","yes","للتأكد من صحة ما استمعت إليه","Yes",0.79,"earphones",29,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"mobile","fv","English",1781.48,0.524400513,5
"5000407","start","no_diff","easier","difficult","نعم ","in_english","yes","للتأكد من صحة ما استمعت إليه","Yes",0.79,"earphones",29,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"mobile","fv","no",1297.4,2.563103131,8
"5000407","start","no_diff","easier","difficult","نعم ","in_english","yes","للتأكد من صحة ما استمعت إليه","Yes",0.79,"earphones",29,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"mobile","mn","Arabic",1564.725,2.563103131,8
"5000407","start","no_diff","easier","difficult","نعم ","in_english","yes","للتأكد من صحة ما استمعت إليه","Yes",0.79,"earphones",29,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"mobile","mn","English",2703.6,1.805952078,7
"5000407","start","no_diff","easier","difficult","نعم ","in_english","yes","للتأكد من صحة ما استمعت إليه","Yes",0.79,"earphones",29,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"mobile","mn","no",1938.06,0.524400513,5
"5000759","no_see","easier","no_diff","easier","كبير
","no_OI","no","انا شخصية سمعية
","Yes",0.14,"no_headphones",43,"f","bachelors","Egyptian","Egypt","Arabic",4,"intermediate",8,1,"mobile","fv","Arabic",1976.5666666666666,-0.524400513,3
"5000759","no_see","easier","no_diff","easier","كبير
","no_OI","no","انا شخصية سمعية
","Yes",0.14,"no_headphones",43,"f","bachelors","Egyptian","Egypt","Arabic",4,"intermediate",8,1,"mobile","fv","English",2307.86,0.757151053,5
"5000759","no_see","easier","no_diff","easier","كبير
","no_OI","no","انا شخصية سمعية
","Yes",0.14,"no_headphones",43,"f","bachelors","Egyptian","Egypt","Arabic",4,"intermediate",8,1,"mobile","fv","no",1581.2,0.757151053,5
"5000759","no_see","easier","no_diff","easier","كبير
","no_OI","no","انا شخصية سمعية
","Yes",0.14,"no_headphones",43,"f","bachelors","Egyptian","Egypt","Arabic",4,"intermediate",8,1,"mobile","mn","Arabic",1601.1571428571428,1.805952078,7
"5000759","no_see","easier","no_diff","easier","كبير
","no_OI","no","انا شخصية سمعية
","Yes",0.14,"no_headphones",43,"f","bachelors","Egyptian","Egypt","Arabic",4,"intermediate",8,1,"mobile","mn","English",2770.6,2.563103131,8
"5000759","no_see","easier","no_diff","easier","كبير
","no_OI","no","انا شخصية سمعية
","Yes",0.14,"no_headphones",43,"f","bachelors","Egyptian","Egypt","Arabic",4,"intermediate",8,1,"mobile","mn","no",1727.95,1.281551566,6
"5000809","start","no_diff","no_diff","difficult","الكلكات المكتةبة تساعد على التذكر بقوة","in_english","yes","لأنها تسهل عملية حفظها في الذاكرة المرئية و ربطها مع الذاكرة السمعية","Yes",0.76,"no_headphones",43,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"computer","fv","Arabic",3513.3166666666666,1.281551566,6
"5000809","start","no_diff","no_diff","difficult","الكلكات المكتةبة تساعد على التذكر بقوة","in_english","yes","لأنها تسهل عملية حفظها في الذاكرة المرئية و ربطها مع الذاكرة السمعية","Yes",0.76,"no_headphones",43,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"computer","fv","English",2337.7,-0.757151053,3
"5000809","start","no_diff","no_diff","difficult","الكلكات المكتةبة تساعد على التذكر بقوة","in_english","yes","لأنها تسهل عملية حفظها في الذاكرة المرئية و ربطها مع الذاكرة السمعية","Yes",0.76,"no_headphones",43,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"computer","fv","no",1759.925,0,4
"5000809","start","no_diff","no_diff","difficult","الكلكات المكتةبة تساعد على التذكر بقوة","in_english","yes","لأنها تسهل عملية حفظها في الذاكرة المرئية و ربطها مع الذاكرة السمعية","Yes",0.76,"no_headphones",43,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"computer","mn","Arabic",2553.0125000000003,2.563103131,8
"5000809","start","no_diff","no_diff","difficult","الكلكات المكتةبة تساعد على التذكر بقوة","in_english","yes","لأنها تسهل عملية حفظها في الذاكرة المرئية و ربطها مع الذاكرة السمعية","Yes",0.76,"no_headphones",43,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"computer","mn","English",2367.0285714285715,1.805952078,7
"5000809","start","no_diff","no_diff","difficult","الكلكات المكتةبة تساعد على التذكر بقوة","in_english","yes","لأنها تسهل عملية حفظها في الذاكرة المرئية و ربطها مع الذاكرة السمعية","Yes",0.76,"no_headphones",43,"f","masters","Egyptian","Egypt","Arabic",5,"advanced",12,1,"computer","mn","no",2511.3166666666666,1.281551566,6
"5000812","middle","easier","no_diff","easier","huge","in_english","yes","to know more ","Yes",0,"no_headphones",30,"f","masters","Egyptian","Egypt","Arabic",3,"intermediate",7,1,"mobile","fv","Arabic",3056.525,0,4
"5000812","middle","easier","no_diff","easier","huge","in_english","yes","to know more ","Yes",0,"no_headphones",30,"f","masters","Egyptian","Egypt","Arabic",3,"intermediate",7,1,"mobile","fv","English",3317.7000000000003,0.757151053,5
"5000812","middle","easier","no_diff","easier","huge","in_english","yes","to know more ","Yes",0,"no_headphones",30,"f","masters","Egyptian","Egypt","Arabic",3,"intermediate",7,1,"mobile","fv","no",2741.1,0,4
"5000812","middle","easier","no_diff","easier","huge","in_english","yes","to know more ","Yes",0,"no_headphones",30,"f","masters","Egyptian","Egypt","Arabic",3,"intermediate",7,1,"mobile","mn","Arabic",2998.05,2.563103131,8
"5000812","middle","easier","no_diff","easier","huge","in_english","yes","to know more ","Yes",0,"no_headphones",30,"f","masters","Egyptian","Egypt","Arabic",3,"intermediate",7,1,"mobile","mn","English",4828.15,2.563103131,8
"5000812","middle","easier","no_diff","easier","huge","in_english","yes","to know more ","Yes",0,"no_headphones",30,"f","masters","Egyptian","Egypt","Arabic",3,"intermediate",7,1,"mobile","mn","no",3153.842857142857,1.805952078,7
"5000814","start","no_diff","easier","difficult","فرق كبير","in_english","yes","i may hear wrong","Yes",0.51,"no_headphones",36,"f","bachelors","Egyptian","Egypt","Arabic",4,"advanced",12,1,"mobile","fv","Arabic",1624.65,0,4
"5000814","start","no_diff","easier","difficult","فرق كبير","in_english","yes","i may hear wrong","Yes",0.51,"no_headphones",36,"f","bachelors","Egyptian","Egypt","Arabic",4,"advanced",12,1,"mobile","fv","English",2279.1625,2.563103131,8
"5000814","start","no_diff","easier","difficult","فرق كبير","in_english","yes","i may hear wrong","Yes",0.51,"no_headphones",36,"f","bachelors","Egyptian","Egypt","Arabic",4,"advanced",12,1,"mobile","fv","no",1436.7,2.563103131,8
"5000814","start","no_diff","easier","difficult","فرق كبير","in_english","yes","i may hear wrong","Yes",0.51,"no_headphones",36,"f","bachelors","Egyptian","Egypt","Arabic",4,"advanced",12,1,"mobile","mn","Arabic",2190.885714285714,1.805952078,7
"5000814","start","no_diff","easier","difficult","فرق كبير","in_english","yes","i may hear wrong","Yes",0.51,"no_headphones",36,"f","bachelors","Egyptian","Egypt","Arabic",4,"advanced",12,1,"mobile","mn","English",1868.5428571428572,1.805952078,7
"5000814","start","no_diff","easier","difficult","فرق كبير","in_english","yes","i may hear wrong","Yes",0.51,"no_headphones",36,"f","bachelors","Egyptian","Egypt","Arabic",4,"advanced",12,1,"mobile","mn","no",1769.8142857142857,1.805952078,7
"5003012","start","difficult","easier","difficult","نعم، الى مدى متوسط","in_english","yes","تساعدني على ربطها بالصورة و تخزينها في الذاكرة يكون اسهل و اسرع
","Yes",0.66,"no_headphones",27,"f","masters","Algerian","UK","Arabic",5,"advanced",11,1,"mobile","fv","Arabic",1800.7333333333333,-0.524400513,3
"5003012","start","difficult","easier","difficult","نعم، الى مدى متوسط","in_english","yes","تساعدني على ربطها بالصورة و تخزينها في الذاكرة يكون اسهل و اسرع
","Yes",0.66,"no_headphones",27,"f","masters","Algerian","UK","Arabic",5,"advanced",11,1,"mobile","fv","English",1684,0,4
"5003012","start","difficult","easier","difficult","نعم، الى مدى متوسط","in_english","yes","تساعدني على ربطها بالصورة و تخزينها في الذاكرة يكون اسهل و اسرع
","Yes",0.66,"no_headphones",27,"f","masters","Algerian","UK","Arabic",5,"advanced",11,1,"mobile","fv","no",17646.8375,2.563103131,8
"5003012","start","difficult","easier","difficult","نعم، الى مدى متوسط","in_english","yes","تساعدني على ربطها بالصورة و تخزينها في الذاكرة يكون اسهل و اسرع
","Yes",0.66,"no_headphones",27,"f","masters","Algerian","UK","Arabic",5,"advanced",11,1,"mobile","mn","Arabic",2331.4,0,4
"5003012","start","difficult","easier","difficult","نعم، الى مدى متوسط","in_english","yes","تساعدني على ربطها بالصورة و تخزينها في الذاكرة يكون اسهل و اسرع
","Yes",0.66,"no_headphones",27,"f","masters","Algerian","UK","Arabic",5,"advanced",11,1,"mobile","mn","English",2033.02,0.757151053,5
"5003012","start","difficult","easier","difficult","نعم، الى مدى متوسط","in_english","yes","تساعدني على ربطها بالصورة و تخزينها في الذاكرة يكون اسهل و اسرع
","Yes",0.66,"no_headphones",27,"f","masters","Algerian","UK","Arabic",5,"advanced",11,1,"mobile","mn","no",1359.2666666666667,-0.757151053,3
"5003015","start","no_diff","easier","easier","Yes it did just to distinguish between the letters that are close in pronunciation ","in_english","yes","To memorise it correctly ","Yes",0.08,"earphones",30,"f","doctorate","Algerian","UK","Arabic",5,"advanced",12,1,"computer","fv","Arabic",2030.6983333333333,1.048801025,6
"5003015","start","no_diff","easier","easier","Yes it did just to distinguish between the letters that are close in pronunciation ","in_english","yes","To memorise it correctly ","Yes",0.08,"earphones",30,"f","doctorate","Algerian","UK","Arabic",5,"advanced",12,1,"computer","fv","English",1683.090625,2.563103131,8
"5003015","start","no_diff","easier","easier","Yes it did just to distinguish between the letters that are close in pronunciation ","in_english","yes","To memorise it correctly ","Yes",0.08,"earphones",30,"f","doctorate","Algerian","UK","Arabic",5,"advanced",12,1,"computer","fv","no",1353.34125,2.563103131,8
"5003015","start","no_diff","easier","easier","Yes it did just to distinguish between the letters that are close in pronunciation ","in_english","yes","To memorise it correctly ","Yes",0.08,"earphones",30,"f","doctorate","Algerian","UK","Arabic",5,"advanced",12,1,"computer","mn","Arabic",1821.901,0.524400513,5
"5003015","start","no_diff","easier","easier","Yes it did just to distinguish between the letters that are close in pronunciation ","in_english","yes","To memorise it correctly ","Yes",0.08,"earphones",30,"f","doctorate","Algerian","UK","Arabic",5,"advanced",12,1,"computer","mn","English",2390.3507142857143,1.805952078,7
"5003015","start","no_diff","easier","easier","Yes it did just to distinguish between the letters that are close in pronunciation ","in_english","yes","To memorise it correctly ","Yes",0.08,"earphones",30,"f","doctorate","Algerian","UK","Arabic",5,"advanced",12,1,"computer","mn","no",2053.9525,0,4
"5003019","end","no_notice","easier","easier","not too much","in_english","no","i don`t need","Yes",0.57,"earphones",32,"m","secondary","Algerian","Algeria ","Arabic",5,"advanced",11,1,"computer","fv","Arabic",1381.75,0,4
"5003019","end","no_notice","easier","easier","not too much","in_english","no","i don`t need","Yes",0.57,"earphones",32,"m","secondary","Algerian","Algeria ","Arabic",5,"advanced",11,1,"computer","fv","English",1490.02,0.757151053,5
"5003019","end","no_notice","easier","easier","not too much","in_english","no","i don`t need","Yes",0.57,"earphones",32,"m","secondary","Algerian","Algeria ","Arabic",5,"advanced",11,1,"computer","fv","no",1339.65,-1.048801025,2
"5003019","end","no_notice","easier","easier","not too much","in_english","no","i don`t need","Yes",0.57,"earphones",32,"m","secondary","Algerian","Algeria ","Arabic",5,"advanced",11,1,"computer","mn","Arabic",1454.7333333333333,-0.757151053,3
"5003019","end","no_notice","easier","easier","not too much","in_english","no","i don`t need","Yes",0.57,"earphones",32,"m","secondary","Algerian","Algeria ","Arabic",5,"advanced",11,1,"computer","mn","English",1882.6666666666665,1.048801025,6
"5003019","end","no_notice","easier","easier","not too much","in_english","no","i don`t need","Yes",0.57,"earphones",32,"m","secondary","Algerian","Algeria ","Arabic",5,"advanced",11,1,"computer","mn","no",1309.2666666666667,-0.757151053,3
"5003021","no_see","no_diff","no_diff","no_diff","الى مدى صغير","#N/A","#N/A","#N/A","Yes",0,"earphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"advanced",12,1,"mobile","fv","Arabic",2768.4,0.524400513,5
"5003021","no_see","no_diff","no_diff","no_diff","الى مدى صغير","#N/A","#N/A","#N/A","Yes",0,"earphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"advanced",12,1,"mobile","fv","English",2252.833333333333,1.281551566,6
"5003021","no_see","no_diff","no_diff","no_diff","الى مدى صغير","#N/A","#N/A","#N/A","Yes",0,"earphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"advanced",12,1,"mobile","fv","no",2148.05,1.281551566,6
"5003021","no_see","no_diff","no_diff","no_diff","الى مدى صغير","#N/A","#N/A","#N/A","Yes",0,"earphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"advanced",12,1,"mobile","mn","Arabic",1605.22,0.524400513,5
"5003021","no_see","no_diff","no_diff","no_diff","الى مدى صغير","#N/A","#N/A","#N/A","Yes",0,"earphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"advanced",12,1,"mobile","mn","English",2048.275,0,4
"5003021","no_see","no_diff","no_diff","no_diff","الى مدى صغير","#N/A","#N/A","#N/A","Yes",0,"earphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"advanced",12,1,"mobile","mn","no",3689.125,0,4
"5003023","middle","difficult","easier","no_diff","لا لا يوجد فرق","in_english","yes","لكي اربط في ذهني الكلمة المكتوبة مع الصوت ... احفظ النطق و الكتابة معا في نفس الوقت","Yes",0,"earphones",28,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","fv","Arabic",1181.0428571428572,1.805952078,7
"5003023","middle","difficult","easier","no_diff","لا لا يوجد فرق","in_english","yes","لكي اربط في ذهني الكلمة المكتوبة مع الصوت ... احفظ النطق و الكتابة معا في نفس الوقت","Yes",0,"earphones",28,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","fv","English",1325.625,2.563103131,8
"5003023","middle","difficult","easier","no_diff","لا لا يوجد فرق","in_english","yes","لكي اربط في ذهني الكلمة المكتوبة مع الصوت ... احفظ النطق و الكتابة معا في نفس الوقت","Yes",0,"earphones",28,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","fv","no",1266.6875,2.563103131,8
"5003023","middle","difficult","easier","no_diff","لا لا يوجد فرق","in_english","yes","لكي اربط في ذهني الكلمة المكتوبة مع الصوت ... احفظ النطق و الكتابة معا في نفس الوقت","Yes",0,"earphones",28,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","mn","Arabic",1476.0375,2.563103131,8
"5003023","middle","difficult","easier","no_diff","لا لا يوجد فرق","in_english","yes","لكي اربط في ذهني الكلمة المكتوبة مع الصوت ... احفظ النطق و الكتابة معا في نفس الوقت","Yes",0,"earphones",28,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","mn","English",1264.4875,2.563103131,8
"5003023","middle","difficult","easier","no_diff","لا لا يوجد فرق","in_english","yes","لكي اربط في ذهني الكلمة المكتوبة مع الصوت ... احفظ النطق و الكتابة معا في نفس الوقت","Yes",0,"earphones",28,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","mn","no",1377.7,1.805952078,7
"5010775","middle","difficult","easier","easier","no difference. hearing words make it easier than reading them, especially in Arabic","in_english","yes","to memorise the spelling and its pronunciation","Yes",0.77,"headphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"nearnative",11,1,"mobile","fv","Arabic",1865.2,0.524400513,5
"5010775","middle","difficult","easier","easier","no difference. hearing words make it easier than reading them, especially in Arabic","in_english","yes","to memorise the spelling and its pronunciation","Yes",0.77,"headphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"nearnative",11,1,"mobile","fv","English",4092.8333333333335,1.048801025,6
"5010775","middle","difficult","easier","easier","no difference. hearing words make it easier than reading them, especially in Arabic","in_english","yes","to memorise the spelling and its pronunciation","Yes",0.77,"headphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"nearnative",11,1,"mobile","fv","no",1883.5,2.563103131,8
"5010775","middle","difficult","easier","easier","no difference. hearing words make it easier than reading them, especially in Arabic","in_english","yes","to memorise the spelling and its pronunciation","Yes",0.77,"headphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"nearnative",11,1,"mobile","mn","Arabic",7846.125,1.90739464,8
"5010775","middle","difficult","easier","easier","no difference. hearing words make it easier than reading them, especially in Arabic","in_english","yes","to memorise the spelling and its pronunciation","Yes",0.77,"headphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"nearnative",11,1,"mobile","mn","English",4274.5,1.281551566,6
"5010775","middle","difficult","easier","easier","no difference. hearing words make it easier than reading them, especially in Arabic","in_english","yes","to memorise the spelling and its pronunciation","Yes",0.77,"headphones",30,"f","doctorate","Algerian","Algeria ","Arabic",5,"nearnative",11,1,"mobile","mn","no",2177,1.281551566,6
"5010776","start","easier","easier","no_diff","Notba big difference","in_english","yes","To memorize it quickly","Yes",0.2,"no_headphones",26,"f","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","fv","Arabic",1883.52,0.524400513,5
"5010776","start","easier","easier","no_diff","Notba big difference","in_english","yes","To memorize it quickly","Yes",0.2,"no_headphones",26,"f","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","fv","English",1840.75,1.281551566,6
"5010776","start","easier","easier","no_diff","Notba big difference","in_english","yes","To memorize it quickly","Yes",0.2,"no_headphones",26,"f","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","fv","no",1585.7285714285713,1.805952078,7
"5010776","start","easier","easier","no_diff","Notba big difference","in_english","yes","To memorize it quickly","Yes",0.2,"no_headphones",26,"f","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","mn","Arabic",1785.142857142857,1.805952078,7
"5010776","start","easier","easier","no_diff","Notba big difference","in_english","yes","To memorize it quickly","Yes",0.2,"no_headphones",26,"f","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","mn","English",1745.675,0,4
"5010776","start","easier","easier","no_diff","Notba big difference","in_english","yes","To memorize it quickly","Yes",0.2,"no_headphones",26,"f","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","mn","no",1702.55,1.048801025,6
"5010779","no_see","no_diff","easier","easier","كبير","in_english","yes","لأكتبها و أقرئها صحيحة","Yes",0.16,"no_headphones",32,"m","bachelors","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","fv","Arabic",2519.614285714286,1.805952078,7
"5010779","no_see","no_diff","easier","easier","كبير","in_english","yes","لأكتبها و أقرئها صحيحة","Yes",0.16,"no_headphones",32,"m","bachelors","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","fv","English",1095.4,-1.281551566,2
"5010779","no_see","no_diff","easier","easier","كبير","in_english","yes","لأكتبها و أقرئها صحيحة","Yes",0.16,"no_headphones",32,"m","bachelors","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","fv","no",1479,0.524400513,5
"5010779","no_see","no_diff","easier","easier","كبير","in_english","yes","لأكتبها و أقرئها صحيحة","Yes",0.16,"no_headphones",32,"m","bachelors","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","mn","Arabic",1928.6,-1.048801025,2
"5010779","no_see","no_diff","easier","easier","كبير","in_english","yes","لأكتبها و أقرئها صحيحة","Yes",0.16,"no_headphones",32,"m","bachelors","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","mn","English",1703.7,0.524400513,5
"5010779","no_see","no_diff","easier","easier","كبير","in_english","yes","لأكتبها و أقرئها صحيحة","Yes",0.16,"no_headphones",32,"m","bachelors","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","mn","no",1584.2,-0.757151053,3
"5010884","no_see","no_notice","easier","difficult","الى حد كبير","in_english","yes","لأن العين تحفظ ايضا ولعدم القدرة على تمييز بعض الاحرف عند سماعها فصعبت التفريق بين نطق بعض الكلمات","Yes",0.62,"earphones",37,"f","masters","Egyptian","Egypt","Arabic",4,"advanced",10,1,"mobile","fv","Arabic",1591.8,0,4
"5010884","no_see","no_notice","easier","difficult","الى حد كبير","in_english","yes","لأن العين تحفظ ايضا ولعدم القدرة على تمييز بعض الاحرف عند سماعها فصعبت التفريق بين نطق بعض الكلمات","Yes",0.62,"earphones",37,"f","masters","Egyptian","Egypt","Arabic",4,"advanced",10,1,"mobile","fv","English",4586.7,0,4
